id,WEEK,13,29,51,60,63
12,11,4,0,0,3,1
12,12,0,0,0,0,0
12,13,0,0,0,0,0
12,14,0,0,0,1,0
12,15,0,0,0,1,0
12,16,0,1,0,2,1
12,17,0,0,0,0,1
12,18,0,0,0,0,0
12,19,0,0,0,0,0
12,20,0,0,0,5,1
12,21,0,0,0,0,0
12,22,0,0,0,9,2
12,23,1,0,0,3,0
12,24,1,1,0,2,3
12,25,0,0,0,4,1
12,26,0,0,0,1,0
13,1,0,0,0,8,0
13,2,0,0,0,2,0
13,3,0,0,0,7,1
13,4,0,0,0,12,1
13,5,0,0,0,13,0
13,6,0,0,0,9,0
13,7,0,0,0,2,0
13,8,0,0,0,3,0
13,9,0,0,0,8,0
13,10,0,0,0,8,0
13,11,0,0,0,6,0
13,12,0,0,0,6,0
13,13,0,0,0,4,0
13,14,0,0,0,4,0
13,15,0,0,0,0,0
13,16,0,1,0,7,0
13,17,0,0,0,4,0
13,18,0,0,0,8,1
13,19,0,0,0,4,0
13,20,0,0,0,1,0
13,21,0,0,0,6,0
13,22,0,0,0,6,0
13,23,0,0,0,4,0
13,24,0,0,0,5,0
13,25,0,0,0,4,0
13,26,0,0,0,0,0
14,1,0,0,0,1,3
14,2,0,0,0,1,4
14,3,0,0,1,2,3
14,4,0,1,0,1,3
14,5,1,1,0,2,5
14,6,0,0,0,0,3
14,7,0,0,0,3,1
14,8,0,0,0,0,2
14,9,0,0,0,0,0
14,10,0,0,0,0,1
14,11,0,0,0,3,2
14,12,0,0,0,1,1
14,13,0,0,0,1,2
14,14,0,0,0,0,0
14,15,0,0,0,0,0
14,16,0,0,0,0,0
14,17,0,0,0,0,0
14,18,0,0,0,0,0
14,19,0,0,0,0,0
14,20,0,0,0,0,0
14,21,0,0,0,0,0
14,22,0,0,0,0,0
14,23,0,0,0,0,0
14,24,0,0,0,0,0
14,25,0,0,0,0,0
14,26,0,0,0,0,0
15,1,0,0,0,0,1
15,2,0,0,0,0,0
15,3,0,0,0,0,1
15,4,0,0,0,1,1
15,5,0,0,0,0,1
15,6,0,0,0,1,0
15,7,0,0,0,0,0
15,8,0,0,0,0,0
15,9,0,0,0,0,0
15,10,0,0,0,0,0
15,11,0,0,0,0,0
15,12,0,0,0,1,1
15,13,0,0,0,0,0
15,14,0,0,0,0,0
15,15,0,0,0,0,0
15,16,0,0,0,0,0
15,17,0,0,0,0,0
15,18,0,0,0,0,0
15,19,0,0,0,0,0
15,20,0,0,0,0,0
15,21,0,0,0,0,0
15,22,0,0,0,1,0
15,23,0,0,0,0,1
15,24,0,0,0,0,1
15,25,0,0,0,0,0
15,26,0,0,0,0,0
16,1,0,0,0,0,0
16,2,1,0,0,3,2
16,3,0,0,0,9,2
16,4,0,0,0,1,0
16,5,1,0,0,3,1
16,6,0,0,0,4,0
16,7,0,0,0,4,2
16,8,0,0,0,3,0
16,9,1,0,0,2,1
16,10,0,0,0,7,1
16,11,1,0,0,7,0
16,12,0,0,0,5,0
16,13,0,0,0,2,0
16,14,1,0,0,9,2
16,15,0,0,0,7,3
16,16,0,0,0,4,2
16,17,0,0,0,8,1
16,18,0,0,0,0,0
16,19,0,0,0,0,0
16,20,1,0,0,3,0
16,21,0,0,0,2,0
16,22,0,0,0,4,0
16,23,0,0,0,0,0
16,24,0,0,0,6,0
16,25,1,0,0,7,1
16,26,0,0,0,1,0
17,1,0,0,0,6,6
17,2,0,0,0,6,0
17,3,0,0,0,6,2
17,4,0,2,0,10,4
17,5,0,0,0,4,4
17,6,0,0,0,2,4
17,7,0,0,0,0,2
17,8,0,0,0,8,0
17,9,0,0,0,0,2
17,10,0,0,0,2,0
17,11,0,0,0,0,0
17,12,0,0,0,6,6
17,13,0,0,0,6,0
17,14,0,0,0,2,2
17,15,0,0,0,10,4
17,16,0,0,0,2,2
17,17,0,0,0,6,4
17,18,0,0,0,0,0
17,19,0,0,0,4,0
17,20,0,0,0,8,2
17,21,0,0,0,6,2
17,22,0,0,0,4,0
17,23,0,0,0,0,2
17,24,0,0,0,0,2
17,25,0,0,0,4,2
17,26,0,0,0,2,0
18,1,0,0,0,3,0
18,2,0,0,0,3,1
18,3,0,0,0,3,0
18,4,0,0,0,2,0
18,5,0,0,0,4,0
18,6,0,0,0,1,0
18,7,0,0,0,4,0
18,8,0,0,0,2,0
18,9,0,0,0,3,0
18,10,0,0,0,2,2
18,11,0,0,0,2,0
18,12,0,0,0,0,1
18,13,0,0,0,0,1
18,14,0,0,0,2,2
18,15,0,0,0,0,0
18,16,0,0,0,3,0
18,17,0,1,0,0,1
18,18,0,0,0,0,0
18,19,0,0,0,1,0
18,20,0,0,0,0,0
18,21,0,0,0,0,0
18,22,0,0,0,5,1
18,23,0,0,0,3,0
18,24,0,0,0,0,0
18,25,0,3,0,4,2
18,26,0,0,0,0,0
19,1,0,0,0,1,0
19,2,0,0,0,0,0
19,3,0,0,0,0,0
19,4,0,0,0,1,0
19,5,0,0,0,0,0
19,6,0,0,0,1,1
19,7,0,0,0,2,1
19,8,0,0,0,0,0
19,9,0,0,0,0,0
19,10,0,0,0,0,0
19,11,0,0,0,1,0
19,12,0,0,0,1,0
19,13,0,0,0,0,0
19,14,0,0,0,0,0
19,15,0,0,0,2,0
19,16,0,0,0,0,0
19,17,0,0,0,0,0
19,18,0,0,0,0,0
19,19,0,0,0,1,0
19,20,0,0,0,0,0
19,21,0,0,0,0,0
19,22,0,0,0,0,0
19,23,0,0,0,0,0
19,24,0,0,0,0,0
19,25,0,0,0,0,0
19,26,0,0,0,0,0
20,1,0,0,0,0,0
20,2,0,0,0,0,0
20,3,0,0,0,0,0
20,4,0,0,0,1,1
20,5,0,0,0,0,0
20,6,0,0,0,0,0
20,7,0,0,0,0,0
20,8,0,0,0,0,1
20,9,0,0,0,0,0
20,10,0,0,0,0,0
20,11,0,0,0,2,1
20,12,0,0,0,0,0
20,13,0,0,0,0,0
20,14,0,0,0,0,0
20,15,0,0,0,0,0
20,16,0,0,0,0,0
20,17,0,0,0,1,0
20,18,0,0,0,0,0
20,19,0,0,0,0,0
20,20,0,0,0,0,0
20,21,0,0,0,0,1
20,22,0,0,0,2,0
20,23,0,0,0,0,0
20,24,0,0,0,0,0
20,25,0,0,0,1,0
20,26,0,0,0,2,0
21,1,0,0,1,3,0
21,2,0,0,0,1,1
21,3,0,0,1,5,2
21,4,0,0,0,1,0
21,5,0,0,0,0,0
21,6,0,0,0,0,0
21,7,0,0,0,2,0
21,8,0,0,0,3,0
21,9,0,1,0,4,0
21,10,0,1,0,3,1
21,11,0,0,0,1,0
21,12,0,0,0,0,0
21,13,0,0,0,0,0
21,14,0,0,0,0,0
21,15,0,0,0,1,0
21,16,0,0,0,2,0
21,17,0,0,0,2,0
21,18,0,0,0,2,0
21,19,0,0,0,4,2
21,20,0,0,0,1,0
21,21,0,0,0,0,0
21,22,0,0,0,1,0
21,23,0,0,0,1,0
21,24,0,0,0,1,0
21,25,0,0,0,3,0
21,26,1,0,0,0,0
22,1,0,0,0,2,0
22,2,0,0,0,0,0
22,3,0,1,0,0,0
22,4,0,0,0,0,0
22,5,0,0,0,1,0
22,6,0,0,0,2,0
22,7,0,0,0,0,0
22,8,0,0,0,2,1
22,9,0,0,0,3,1
22,10,0,0,0,0,0
22,11,0,0,0,2,0
22,12,0,0,0,2,1
22,13,0,0,0,2,0
22,14,0,0,0,0,0
22,15,0,0,0,1,0
22,16,0,0,0,2,0
22,17,0,0,0,1,0
22,18,0,0,0,3,1
22,19,0,0,0,0,0
22,20,0,0,0,2,0
22,21,0,0,0,0,0
22,22,0,0,0,1,0
22,23,0,0,0,1,0
22,24,0,0,0,1,0
22,25,0,0,0,0,0
22,26,0,0,0,1,0
23,1,0,0,0,0,1
23,2,1,0,0,3,1
23,3,0,0,0,4,3
23,4,0,0,0,6,2
23,5,1,0,0,1,1
23,6,0,0,0,2,2
23,7,0,0,0,0,1
23,8,0,0,0,0,0
23,9,0,0,0,3,0
23,10,0,0,0,2,2
23,11,2,0,0,7,0
23,12,0,1,0,3,4
23,13,0,0,0,3,0
23,14,0,0,0,0,0
23,15,0,0,0,1,1
23,16,0,0,0,2,9
23,17,0,0,0,0,2
23,18,0,0,0,1,0
23,19,0,0,0,0,2
23,20,0,0,0,3,1
23,21,0,0,0,4,0
23,22,0,0,0,1,0
23,23,0,0,0,2,1
23,24,0,0,0,1,0
23,25,0,0,0,0,2
23,26,0,0,0,1,0
24,1,0,0,1,7,2
24,2,0,0,0,7,6
24,3,0,0,0,4,7
24,4,0,0,0,3,5
24,5,0,0,0,3,6
24,6,0,0,0,2,4
24,7,0,0,0,2,6
24,8,0,0,0,1,5
24,9,0,0,1,3,4
24,10,0,0,0,5,6
24,11,0,0,0,4,6
24,12,0,0,0,2,3
24,13,3,0,0,0,0
24,14,0,0,0,3,2
24,15,0,0,0,3,1
24,16,0,0,0,1,1
24,17,0,0,0,0,4
24,18,0,0,0,1,2
24,19,0,0,0,2,1
24,20,0,0,0,1,1
24,21,0,0,1,5,1
24,22,0,0,0,5,3
24,23,0,0,0,3,2
24,24,0,0,0,0,1
24,25,0,0,0,0,2
24,26,0,0,0,0,1
25,1,0,0,0,0,0
25,2,0,0,0,0,0
25,3,0,0,0,0,0
25,4,0,0,0,0,0
25,5,0,0,0,0,0
25,6,0,0,0,0,0
25,7,0,0,0,0,0
25,8,0,0,0,0,0
25,9,0,0,0,0,0
25,10,0,0,0,0,0
25,11,0,0,0,0,0
25,12,0,0,0,0,0
25,13,0,0,0,0,0
25,14,0,0,0,0,0
25,15,0,0,0,0,0
25,16,0,0,0,0,0
25,17,0,0,0,0,0
25,18,0,0,0,1,0
25,19,0,0,0,0,0
25,20,0,0,0,2,0
25,21,0,0,0,0,0
25,22,0,0,0,2,0
25,23,0,0,0,7,0
25,24,0,0,0,6,1
25,25,0,0,0,7,0
25,26,0,0,0,2,0
26,1,0,0,0,0,0
26,2,0,0,0,0,2
26,3,0,0,0,0,0
26,4,0,0,0,2,0
26,5,0,0,0,2,0
26,6,0,0,0,2,0
26,7,0,0,0,0,0
26,8,0,0,0,1,0
26,9,0,0,0,0,0
26,10,0,0,0,1,0
26,11,0,0,0,0,0
26,12,0,0,0,0,0
26,13,0,1,0,0,0
26,14,0,0,0,0,0
26,15,0,1,0,0,0
26,16,0,0,0,0,0
26,17,0,1,0,0,0
26,18,0,0,0,1,0
26,19,0,0,0,0,0
26,20,0,0,0,0,0
26,21,0,0,0,2,0
26,22,0,0,0,0,0
26,23,0,0,0,1,0
26,24,0,0,0,0,0
26,25,0,0,1,0,0
26,26,0,0,0,0,0
27,1,0,0,0,0,0
27,2,0,0,0,0,0
27,3,0,0,0,0,0
27,4,0,0,0,0,0
27,5,0,0,0,2,0
27,6,0,0,0,0,0
27,7,0,0,0,0,0
27,8,0,0,0,0,0
27,9,0,0,0,0,0
27,10,0,0,0,0,0
27,11,0,0,0,0,0
27,12,0,0,0,0,0
27,13,0,0,0,0,0
27,14,0,0,0,4,2
27,15,0,0,0,0,0
27,16,0,0,0,3,0
27,17,0,0,0,0,0
27,18,0,0,0,0,0
27,19,0,0,0,0,0
27,20,0,0,0,0,0
27,21,0,0,0,0,0
27,22,0,0,0,0,0
27,23,0,0,0,0,0
27,24,0,0,0,0,0
27,25,0,0,0,0,0
27,26,0,0,0,0,0
28,1,0,0,0,0,0
28,2,0,0,0,1,1
28,3,0,0,0,0,0
28,4,0,0,0,1,0
28,5,0,0,0,2,4
28,6,0,0,0,0,5
28,7,0,0,0,1,3
28,8,0,1,0,2,3
28,9,0,0,0,2,1
28,10,0,0,0,0,3
28,11,0,0,0,0,0
28,12,0,0,0,0,0
28,13,0,0,0,0,1
28,14,0,0,1,1,8
28,15,0,0,0,1,8
28,16,1,0,0,2,8
28,17,0,0,0,1,2
28,18,0,0,0,0,4
28,19,0,0,0,0,0
28,20,0,0,0,0,4
28,21,0,0,0,1,8
28,22,0,1,0,1,5
28,23,0,0,0,0,3
28,24,0,0,0,0,0
28,25,0,0,1,0,7
28,26,0,0,0,0,0
29,1,0,0,0,0,2
29,2,0,0,0,8,11
29,3,0,0,0,5,7
29,4,0,0,0,7,9
29,5,0,0,0,3,12
29,6,0,0,0,7,10
29,7,0,0,0,7,7
29,8,0,0,0,0,0
29,9,0,0,0,0,0
29,10,0,0,0,0,0
29,11,0,0,0,0,0
29,12,0,0,0,0,0
29,13,0,0,0,0,0
29,14,0,0,0,0,0
29,15,0,0,0,0,0
29,16,0,0,0,0,0
29,17,0,0,0,0,0
29,18,0,0,0,0,0
29,19,0,0,0,0,0
29,20,0,0,0,0,0
29,21,0,0,0,0,0
29,22,0,0,0,0,0
29,23,0,0,0,0,0
29,24,0,0,0,0,0
29,25,0,0,0,0,0
29,26,0,0,0,0,0
30,1,0,0,0,1,0
30,2,0,0,0,0,0
30,3,0,0,0,2,1
30,4,0,0,0,1,0
30,5,0,0,0,0,0
30,6,0,0,0,0,0
30,7,0,0,0,0,1
30,8,0,0,0,0,0
30,9,0,0,0,0,0
30,10,0,0,0,0,0
30,11,0,0,0,0,0
30,12,0,0,0,1,0
30,13,0,0,0,0,0
30,14,0,0,0,1,0
30,15,0,0,0,0,0
30,16,0,0,0,0,0
30,17,0,0,0,0,1
30,18,0,0,0,0,0
30,19,0,0,0,0,0
30,20,0,0,0,0,0
30,21,0,0,0,0,0
30,22,0,0,0,0,1
30,23,0,0,0,4,1
30,24,0,0,0,2,0
30,25,0,0,0,0,0
30,26,0,0,0,1,0
31,1,0,0,0,0,0
31,2,0,0,0,0,0
31,3,0,0,0,1,0
31,4,0,0,0,1,0
31,5,0,0,0,0,0
31,6,0,0,0,4,0
31,7,0,0,0,0,0
31,8,0,0,0,1,0
31,9,0,0,0,1,2
31,10,0,0,0,1,1
31,11,0,0,0,1,1
31,12,0,0,0,3,1
31,13,0,0,0,2,0
31,14,0,0,0,1,0
31,15,0,0,0,2,2
31,16,0,0,0,2,0
31,17,0,0,0,2,1
31,18,0,0,0,3,0
31,19,0,0,0,0,0
31,20,0,0,0,0,0
31,21,0,0,0,0,0
31,22,0,0,0,0,0
31,23,0,0,0,0,0
31,24,0,0,0,0,0
31,25,0,0,0,0,0
31,26,0,0,0,0,0
32,1,0,0,0,0,2
32,2,1,1,0,0,3
32,3,0,0,0,0,0
32,4,0,0,0,0,0
32,5,0,0,0,0,0
32,6,0,0,0,0,0
32,7,0,0,0,0,0
32,8,0,0,0,0,0
32,9,0,0,0,0,0
32,10,0,0,1,0,0
32,11,0,0,0,1,2
32,12,0,0,0,0,0
32,13,0,0,0,0,0
32,14,0,0,0,0,0
32,15,0,0,0,0,0
32,16,0,0,0,0,0
32,17,0,0,0,1,0
32,18,0,0,0,0,0
32,19,0,0,0,0,0
32,20,0,0,0,0,0
32,21,0,0,0,0,0
32,22,0,0,0,0,0
32,23,0,0,0,0,0
32,24,0,0,0,0,0
32,25,0,0,0,0,0
32,26,0,0,0,0,0
33,1,0,0,0,2,1
33,2,0,0,0,3,0
33,3,0,0,0,6,0
33,4,0,0,0,3,0
33,5,0,0,0,3,0
33,6,0,0,0,5,0
33,7,0,0,0,1,0
33,8,0,0,0,4,0
33,9,0,0,0,1,0
33,10,0,0,0,0,0
33,11,0,0,0,1,0
33,12,0,0,0,2,0
33,13,0,0,0,0,0
33,14,0,0,0,4,0
33,15,0,0,0,6,0
33,16,0,0,0,4,0
33,17,0,0,0,2,1
33,18,0,0,0,3,0
33,19,0,0,0,4,2
33,20,1,0,0,4,0
33,21,0,0,0,8,0
33,22,0,0,0,5,0
33,23,0,0,0,3,0
33,24,0,0,0,7,0
33,25,0,0,0,9,0
33,26,0,0,0,0,0
34,1,0,0,0,1,1
34,2,0,0,0,0,1
34,3,0,0,0,1,0
34,4,0,1,0,0,0
34,5,0,0,0,0,0
34,6,0,0,0,0,2
34,7,0,0,0,0,1
34,8,0,0,0,0,0
34,9,0,0,0,0,0
34,10,0,0,0,0,1
34,11,0,0,0,0,0
34,12,0,0,0,0,0
34,13,0,0,0,0,0
34,14,0,0,0,2,1
34,15,0,0,0,1,0
34,16,0,0,0,0,0
34,17,0,0,0,0,0
34,18,0,0,0,0,0
34,19,0,0,0,1,0
34,20,0,0,0,0,0
34,21,0,0,0,0,0
34,22,0,0,0,0,0
34,23,0,0,0,0,0
34,24,0,0,0,1,0
34,25,0,0,0,0,0
34,26,0,0,0,0,0
35,1,0,0,0,2,0
35,2,0,0,0,2,0
35,3,0,0,0,1,0
35,4,0,0,0,0,0
35,5,0,0,0,3,0
35,6,0,0,0,3,0
35,7,0,0,0,1,0
35,8,0,0,1,2,0
35,9,0,0,0,2,0
35,10,0,0,0,3,0
35,11,0,1,0,1,0
35,12,0,0,0,1,0
35,13,0,0,0,2,0
35,14,0,0,0,1,1
35,15,0,0,0,2,0
35,16,0,0,0,3,0
35,17,0,0,0,4,0
35,18,0,0,0,1,0
35,19,0,0,0,4,1
35,20,0,0,0,2,0
35,21,0,0,0,0,0
35,22,0,0,0,0,0
35,23,0,0,0,2,0
35,24,0,0,0,1,0
35,25,0,0,0,3,0
35,26,0,0,0,0,0
36,1,0,0,0,2,0
36,2,0,0,0,2,0
36,3,0,0,0,3,0
36,4,0,0,0,1,1
36,5,0,0,0,1,0
36,6,0,0,0,4,0
36,7,0,0,0,2,0
36,8,0,0,0,2,0
36,9,0,0,0,3,0
36,10,0,0,0,2,1
36,11,0,0,0,2,0
36,12,0,0,0,1,0
36,13,0,0,0,1,0
36,14,0,0,0,2,0
36,15,0,0,0,2,0
36,16,0,0,0,3,0
36,17,0,0,0,1,0
36,18,0,0,0,7,0
36,19,0,0,0,2,0
36,20,0,0,0,5,0
36,21,0,0,0,1,0
36,22,0,0,0,0,0
36,23,0,0,0,6,0
36,24,0,0,0,1,0
36,25,0,0,0,0,0
36,26,0,0,0,0,0
37,1,0,0,0,0,2
37,2,0,0,0,4,4
37,3,0,0,0,0,6
37,4,0,0,0,6,0
37,5,0,0,0,6,0
37,6,0,0,0,0,0
37,7,0,0,0,12,0
37,8,0,2,0,4,0
37,9,0,0,0,8,0
37,10,0,0,0,4,2
37,11,0,0,0,8,0
37,12,0,0,0,6,0
37,13,0,0,0,4,2
37,14,0,0,0,0,0
37,15,0,0,0,6,2
37,16,0,0,0,6,4
37,17,0,0,0,4,6
37,18,0,0,0,6,6
37,19,0,0,0,4,2
37,20,0,0,0,6,0
37,21,0,0,0,2,2
37,22,0,0,0,2,0
37,23,0,0,0,2,2
37,24,0,0,0,0,0
37,25,0,0,0,8,2
37,26,0,0,0,0,0
38,1,0,0,0,0,2
38,2,0,0,0,1,0
38,3,0,0,0,0,0
38,4,0,0,0,0,0
38,5,0,0,0,1,0
38,6,0,0,0,2,0
38,7,0,0,0,0,0
38,8,0,0,0,0,0
38,9,0,0,0,1,0
